CID;LID;NID;NAME;NCOMMENT;OFFICIALNAME
852;1;6758;M5: Csengelei pihenő - lehajtó Röszke felől;;
852;1;6759;M5: Csengelei pihenőhely;;
852;1;6760;M5: Gyál - felhajtó Budapest felé;;
852;1;6761;M5: Gyál - felhajtó Röszke felé;;
852;1;6762;M5: Gyál - lehajtó Budapest felől;;
852;1;6763;M5: Gyál - lehajtó Röszke felől;;
852;1;6764;M5: Hetényegyházi pihenőhely - felhajtó Budapest felé;;
852;1;6765;M5: Hetényegyházi pihenőhely - felhajtó Röszke felé;;
852;1;6766;M5: Hetényegyházi pihenőhely - lehajtó Budapest felől;;
852;1;6767;M5: Hetényegyházi pihenőhely - lehajtó Röszke felől;;
852;1;6768;M5: Inárcsi pihenőhely - felhajtó Budapest felé;;
852;1;6769;M5: Inárcsi pihenőhely - felhajtó Röszke felé;;
852;1;6770;M5: Inárcsi pihenőhely - lehajtó Budapest felől;;
852;1;6771;M5: Inárcsi pihenőhely - lehajtó Röszke felől;;
852;1;6772;M5: Kecskemét dél - felhajtó Budapest felé;;
852;1;6773;M5: Kecskemét dél - felhajtó Röszke felé;;
852;1;6774;M5: Kecskemét dél - lehajtó Budapest felől;;
852;1;6775;M5: Kecskemét dél - lehajtó Röszke felől;;
852;1;6776;M5: Kecskemét észak - felhajtó Budapest felé;;
852;1;6777;M5: Kecskemét észak - felhajtó Röszke felé;;
852;1;6778;M5: Kecskemét észak - lehajtó Budapest felől;;
852;1;6779;M5: Kecskemét észak - lehajtó Röszke felől;;
852;1;6780;M5: Kecskemét északi elkerülő - felhajtó Budapest felé;;
852;1;6781;M5: Kecskemét északi elkerülő - felhajtó Röszke felé;;
852;1;6782;M5: Kecskemét északi elkerülő - lehajtó Budapest felől;;
852;1;6783;M5: Kecskemét északi elkerülő - lehajtó Röszke felől;;
852;1;6784;M5: Kecskemét nyugat - felhajtó Budapest felé;;
852;1;6785;M5: Kecskemét nyugat - felhajtó Röszke felé;;
852;1;6786;M5: Kecskemét nyugat - lehajtó Budapest felől;;
852;1;6787;M5: Kecskemét nyugat - lehajtó Röszke felől;;
852;1;6788;M5: Kecskemét, mérőállomás - felhajtó Budapest felé;;
852;1;6789;M5: Kecskemét, mérőállomás - lehajtó Röszke felől;;
852;1;6790;M5: Kiskunfélegyháza dél;;
852;1;6791;M5: Kiskunfélegyháza, dél - felhajtó Budapest felé;;
852;1;6792;M5: Kiskunfélegyháza, dél - felhajtó Röszke felé;;
852;1;6793;M5: Kiskunfélegyháza, dél - lehajtó Budapest felől;;
852;1;6794;M5: Kiskunfélegyháza, dél - lehajtó Röszke felől;;
852;1;6795;M5: Kiskunfélegyháza, észak - felhajtó Budapest felé;;
852;1;6796;M5: Kiskunfélegyháza, észak - felhajtó Röszke felé;;
852;1;6797;M5: Kiskunfélegyháza, észak - lehajtó Budapest felől;;
852;1;6798;M5: Kiskunfélegyháza, észak - lehajtó Röszke felől;;
852;1;6799;M5: Kistelek - felhajtó Budapest felé;;
852;1;6800;M5: Kistelek - felhajtó Röszke felé;;
852;1;6801;M5: Kistelek - lehajtó Budapest felől;;
852;1;6802;M5: Kistelek - lehajtó Röszke felől;;
852;1;6803;M5: Lajosmizse - felhajtó Budapest felé;;
852;1;6804;M5: Lajosmizse - felhajtó Röszke felé;;
852;1;6805;M5: Lajosmizse - lehajtó Budapest felől;;
852;1;6806;M5: Lajosmizse - lehajtó Röszke felől;;
852;1;6807;M5: M0 körgyűrű, Gyál - felhajtó Budapest felé;;
852;1;6808;M5: M0 körgyűrű, Gyál - felhajtó Röszke felé;;
852;1;6809;M5: M0 körgyűrű, Gyál - lehajtó Budapest felől;;
852;1;6810;M5: M0 körgyűrű, Gyál - lehajtó Röszke felől;;
852;1;6811;M5: Megapark - felhajtó Budapest felé;;
852;1;6812;M5: Megapark - lehajtó Budapest felől;;
852;1;6813;M5: Örkény/Albertirsa - felhajtó Budapest felé;;
852;1;6814;M5: Örkény/Albertirsa - felhajtó Röszke felé;;
852;1;6815;M5: Örkény/Albertirsa - lehajtó Budapest felől;;
852;1;6816;M5: Örkény/Albertirsa - lehajtó Röszke felől;;
852;1;6817;M5: Örkényi pihenő - felhajtó Budapest felé;;
852;1;6818;M5: Örkényi pihenő - felhajtó Röszke felé;;
852;1;6819;M5: Örkényi pihenő - lehajtó Budapest felől;;
852;1;6820;M5: Örkényi pihenő - lehajtó Röszke felől;;
852;1;6821;M5: Petőfiszállási pihenő - felhajtó Budapest felé;;
852;1;6822;M5: Petőfiszállási pihenő - felhajtó Röszke felé;;
852;1;6823;M5: Petőfiszállási pihenő - lehajtó Budapest felől;;
852;1;6824;M5: Petőfiszállási pihenő - lehajtó Röszke felől;;
852;1;6825;M5: Röszke;;
852;1;6826;M5: Röszke - felhajtó Budapest felé;;
852;1;6827;M5: Röszke - felhajtó Röszke felé;;
852;1;6828;M5: Röszke - lehajtó Budapest felől;;
852;1;6829;M5: Röszke - lehajtó Röszke felől;;
852;1;6830;M5: Röszke határátkelőhely - felhajtó Budapest felé;;
852;1;6831;M5: Röszke határátkelőhely - lehajtó Budapest felől;;
852;1;6832;M5: Soroksár Bevásárló központ - felhajtó Röszke felé;;
852;1;6833;M5: Soroksár Bevásárló központ - lehajtó Röszke felől;;
852;1;6834;M5: Soroksár/Pestszentlőrinc - felhajtó Budapest felé;;
852;1;6835;M5: Soroksár/Pestszentlőrinc - felhajtó Röszke felé;;
852;1;6836;M5: Soroksár/Pestszentlőrinc - lehajtó Budapest felől;;
852;1;6837;M5: Soroksár/Pestszentlőrinc - lehajtó Röszke felől;;
852;1;6838;M5: Szatymazi pihenő - felhajtó Budapest felé;;
852;1;6839;M5: Szatymazi pihenő - felhajtó Röszke felé;;
852;1;6840;M5: Szatymazi pihenő - lehajtó Budapest felől;;
852;1;6841;M5: Szatymazi pihenő - lehajtó Röszke felől;;
852;1;6842;M5: Szeged észak;;
852;1;6843;M5: Szeged nyugat - felhajtó Budapest felé;;
852;1;6844;M5: Szeged nyugat - felhajtó Röszke felé;;
852;1;6845;M5: Szeged nyugat - lehajtó Budapest felől;;
852;1;6846;M5: Szeged nyugat - lehajtó Röszke felől;;
852;1;6847;M5: Újhartyán;;
852;1;6848;M5: Újhartyán - felhajtó Budapest felé;;
852;1;6849;M5: Újhartyán - felhajtó Röszke felé;;
852;1;6850;M5: Újhartyán - lehajtó Budapest felől;;
852;1;6851;M5: Újhartyán - lehajtó Röszke felől;;
852;1;6852;M5: Üllő/Ócsa - felhajtó Budapest felé;;
852;1;6853;M5: Üllő/Ócsa - felhajtó Röszke felé;;
852;1;6854;M5: Üllő/Ócsa - lehajtó Budapest felől;;
852;1;6855;M5: Üllő/Ócsa - lehajtó Röszke felől;;
852;1;6856;M51 autóút;;
852;1;6857;M51 autóút: Dabas/Soroksár;;
852;1;6858;M51 felüljáró;;
852;1;6859;M51 M0 Dunaharaszti felől - M5 Budapest felé;;
852;1;6860;M51 M0 Dunaharaszti felől - M5 Röszke felé;;
852;1;6861;M51 M5 autópálya felől - M0 Budaörs felé;;
852;1;6862;M51: Dabas/Soroksár - felhajtó M0 Dunaharaszti felé;;
852;1;6863;M51: Dabas/Soroksár - felhajtó M5 autópálya felé;;
852;1;6864;M51: Dabas/Soroksár - lehajtó M0 Dunaharaszti felől;;
852;1;6865;M51: Dabas/Soroksár - lehajtó M5 autópálya felől;;
852;1;6866;M51: M0 körgyűrű - felhajtó M5 autópálya felé;;
852;1;6867;M51: M0 körgyűrű - lehajtó M5 autópálya felől;;
852;1;6868;M6;;
852;1;6869;M6 autópálya;;
852;1;6870;M6 autópálya: Adony;;
852;1;6871;M6 autópálya: Bátaszék;;
852;1;6872;M6 autópálya: Besnyő;;
852;1;6873;M6 autópálya: Bóly-kelet - felhajtó Budapest felé;;
852;1;6874;M6 autópálya: Bóly-kelet - felhajtó Ivándárda határátkelő felé;;
852;1;6875;M6 autópálya: Bóly-kelet - lehajtó Budapest felől;;
852;1;6876;M6 autópálya: Bóly-kelet - lehajtó Ivándárda határátkelő felől;;
852;1;6877;M6 autópálya: Dunaföldvár;;
852;1;6878;M6 autópálya: Dunaföldvár dél;;
852;1;6879;M6 autópálya: Dunaföldvár észak;;
852;1;6880;M6 autópálya: Dunaújváros;;
852;1;6881;M6 autópálya: Dunaújváros - felhajtó Budapest felé;;
852;1;6882;M6 autópálya: Dunaújváros - lehajtó Budapest felől;;
852;1;6883;M6 autópálya: Dunaújváros észak;;
852;1;6884;M6 autópálya: Ercsi;;
852;1;6885;M6 autópálya: Érd;;
852;1;6886;M6 autópálya: Érd észak;;
852;1;6887;M6 autópálya: Érdi tető;;
852;1;6888;M6 autópálya: Iváncsa;;
852;1;6889;M6 autópálya: Ivándárdai pihenőhely - felhajtó Budapest felé;;
852;1;6890;M6 autópálya: Ivándárdai pihenőhely - felhajtó horvát határ felé;;
852;1;6891;M6 autópálya: Ivándárdai pihenőhely - lehajtó Budapest felől;;
852;1;6892;M6 autópálya: Ivándárdai pihenőhely - lehajtó horvát határ felől;;
852;1;6893;M6 autópálya: Kulcsi csomópont;;
852;1;6894;M6 autópálya: Mohács/Szajk;;
852;1;6895;M6 autópálya: Paks;;
852;1;6896;M6 autópálya: Paks dél;;
852;1;6897;M6 autópálya: Somberek/Pécsvárad;;
852;1;6898;M6 autópálya: Százhalombatta észak;;
852;1;6899;M6 autópálya: Szedres;;
852;1;6900;M6 autópálya: Szekszárd;;
852;1;6901;M6 autópálya: Szekszárd dél;;
852;1;6902;M6 autópálya: Szekszárd észak;;
852;1;6903;M6 autópálya: Tengelic;;
852;1;6904;M6 autópálya: Tomori pihenőhely - felhajtó Budapest felé;;
852;1;6905;M6 autópálya: Tomori pihenőhely - felhajtó Ivándárda határátkelő felé;;
852;1;6906;M6 autópálya: Tomori pihenőhely - lehajtó Budapest felől;;
852;1;6907;M6 autópálya: Tomori pihenőhely - lehajtó Ivándárda határátkelő felől;;
852;1;6908;M6 autópálya: Villány - felhajtó Budapest felé;;
852;1;6909;M6 autópálya: Villány - felhajtó Ivándárda határátkelő felé;;
852;1;6910;M6 autópálya: Villány - lehajtó Budapest felől;;
852;1;6911;M6 autópálya: Villány - lehajtó Ivándárda határátkelő felől;;
852;1;6912;M6 Bátaszék;;
852;1;6913;M6 Budapest felől - M8 M6-M8 csomópont felé;;
852;1;6914;M6 Budapest felől - M9 Dusnok felé;;
852;1;6915;M6 Budapest felől - M9 Szekszárd felé;;
852;1;6916;M6 csomópont;;
852;1;6917;M6 Ivándárda határátkelő felől - M0 Budakalász felé;;
852;1;6918;M6 Ivándárda határátkelő felől - M8 Dunavecse felé;;
852;1;6919;M6 Ivándárda határátkelő felől - M8 M6-M8 csomópont felé;;
852;1;6920;M6 Ivándárda határátkelő felől - M9 Dusnok felé;;
852;1;6921;M6 Ivándárda határátkelő felől - M9 Szekszárd felé;;
852;1;6922;M6: Adony - felhajtó Budapest felé;;
852;1;6923;M6: Adony - felhajtó Ivándárda határátkelő felé;;
852;1;6924;M6: Adony - lehajtó Budapest felől;;
852;1;6925;M6: Adony - lehajtó Ivándárda határátkelő felől;;
852;1;6926;M6: Bátaszék;;
852;1;6927;M6: Bátaszék - felhajtó Budapest felé;;
852;1;6928;M6: Bátaszék - felhajtó Ivándárda határátkelő felé;;
852;1;6929;M6: Bátaszék - lehajtó Budapest felől;;
852;1;6930;M6: Bátaszék - lehajtó Ivándárda határátkelő felől;;
852;1;6931;M6: Besnyő - felhajtó Budapest felé;;
852;1;6932;M6: Besnyő - felhajtó Ivándárda határátkelő felé;;
852;1;6933;M6: Besnyő - lehajtó Budapest felől;;
852;1;6934;M6: Besnyő - lehajtó Ivándárda határátkelő felől;;
852;1;6935;M6: Besnyői pihenő - felhajtó Budapest felé;;
852;1;6936;M6: Besnyői pihenő - felhajtó Ivándárda határátkelő felé;;
852;1;6937;M6: Besnyői pihenő - lehajtó Budapest felől;;
852;1;6938;M6: Besnyői pihenő - lehajtó Ivándárda határátkelő felől;;
852;1;6939;M6: Bóly-kelet;;
852;1;6940;M6: Dunaföldvár észak - felhajtó Budapest felé;;
852;1;6941;M6: Dunaföldvár észak - felhajtó Ivándárda határátkelő felé;;
852;1;6942;M6: Dunaföldvár észak - lehajtó Budapest felől;;
852;1;6943;M6: Dunaföldvár észak - lehajtó Ivándárda határátkelő felől;;
852;1;6944;M6: Dunaföldvári csomópont - felhajtó Budapest felé;;
852;1;6945;M6: Dunaföldvári csomópont - felhajtó Ivándárda határátkelő felé;;
852;1;6946;M6: Dunaföldvári csomópont - lehajtó Budapest felől;;
852;1;6947;M6: Dunaföldvári csomópont - lehajtó Ivándárda határátkelő felől;;
852;1;6948;M6: Dunaföldvári pihenő - felhajtó Budapest felé;;
852;1;6949;M6: Dunaföldvári pihenő - felhajtó Ivándárda határátkelő felé;;
852;1;6950;M6: Dunaföldvári pihenő - lehajtó Budapest felől;;
852;1;6951;M6: Dunaföldvári pihenő - lehajtó Ivándárda határátkelő felől;;
852;1;6952;M6: Dunafölvár dél - felhajtó Budapest felé;;
852;1;6953;M6: Dunafölvár dél - felhajtó Ivándárda határátkelő felé;;
852;1;6954;M6: Dunafölvár dél - lehajtó Budapest felől;;
852;1;6955;M6: Dunafölvár dél - lehajtó Ivándárda határátkelő felől;;
852;1;6956;M6: Dunaszentgyörgy;;
852;1;6957;M6: Dunaújváros - felhajtó Budapest felé;;
852;1;6958;M6: Dunaújváros - felhajtó Ivándárda határátkelő felé;;
852;1;6959;M6: Dunaújváros - lehajtó Budapest felől;;
852;1;6960;M6: Dunaújváros - lehajtó Ivándárda határátkelő felől;;
852;1;6961;M6: Dunaújváros észak - felhajtó Budapest felé;;
852;1;6962;M6: Dunaújváros észak - felhajtó Ivándárda határátkelő felé;;
852;1;6963;M6: Dunaújváros észak - lehajtó Budapest felől;;
852;1;6964;M6: Dunaújváros észak - lehajtó Ivándárda határátkelő felől;;
852;1;6965;M6: Ercsi - felhajtó Budapest felé;;
852;1;6966;M6: Ercsi - felhajtó Ivándárda határátkelő felé;;
852;1;6967;M6: Ercsi - lehajtó Budapest felől;;
852;1;6968;M6: Ercsi - lehajtó Ivándárda határátkelő felől;;
852;1;6969;M6: Érd - felhajtó Budapest felé;;
852;1;6970;M6: Érd - felhajtó Ivándárda határátkelő felé;;
852;1;6971;M6: Érd - lehajtó Budapest felől;;
852;1;6972;M6: Érd - lehajtó Ivándárda határátkelő felől;;
852;1;6973;M6: Érd észak - felhajtó Budapest felé;;
852;1;6974;M6: Érd észak - felhajtó Ivándárda határátkelő felé;;
852;1;6975;M6: Érd észak - lehajtó Budapest felől;;
852;1;6976;M6: Érd észak - lehajtó Ivándárda határátkelő felől;;
852;1;6977;M6: Érdi tető - felhajtó Budapest felé;;
852;1;6978;M6: Érdi tető - felhajtó Ivándárda határátkelő felé;;
852;1;6979;M6: Érdi tető - lehajtó Budapest felől;;
852;1;6980;M6: Érdi tető - lehajtó Ivándárda határátkelő felől;;
852;1;6981;M6: Fácánkerti pihenő - felhajtó Budapest felé;;
852;1;6982;M6: Fácánkerti pihenő - felhajtó Ivándárda határátkelő felé;;
852;1;6983;M6: Fácánkerti pihenő - lehajtó Budapest felől;;
852;1;6984;M6: Fácánkerti pihenő - lehajtó Ivándárda határátkelő felől;;
852;1;6985;M6: Geresdi pihenőhely - felhajtó Budapest felé;;
852;1;6986;M6: Geresdi pihenőhely - felhajtó Ivándárda határátkelő felé;;
852;1;6987;M6: Geresdi pihenőhely - lehajtó Budapest felől;;
852;1;6988;M6: Geresdi pihenőhely - lehajtó Ivándárda határátkelő felől;;
852;1;6989;M6: Iváncsa;;
852;1;6990;M6: Iváncsa - felhajtó Budapest felé;;
852;1;6991;M6: Iváncsa - felhajtó Ivándárda határátkelő felé;;
852;1;6992;M6: Iváncsa - lehajtó Budapest felől;;
852;1;6993;M6: Iváncsa - lehajtó Ivándárda határátkelő felől;;
852;1;6994;M6: Ivándárdai pihenáhely;;
852;1;6995;M6: Kulcs;;
852;1;6996;M6: Kulcsi csomópont - felhajtó Budapest felé;;
852;1;6997;M6: Kulcsi csomópont - felhajtó Ivándárda határátkelő felé;;
852;1;6998;M6: Kulcsi csomópont - lehajtó Budapest felől;;
852;1;6999;M6: Kulcsi csomópont - lehajtó Ivándárda határátkelő felől;;
852;1;7000;M6: Kulcsi pihenő - felhajtó Budapest felé;;
852;1;7001;M6: Kulcsi pihenő - felhajtó Ivándárda határátkelő felé;;
852;1;7002;M6: Kulcsi pihenő - lehajtó Budapest felől;;
852;1;7003;M6: Kulcsi pihenő - lehajtó Ivándárda határátkelő felől;;
852;1;7004;M6: Lippó/Majs;;
852;1;7005;M6: M9 autóút - felhajtó Budapest Nagytétény felé;;
852;1;7006;M6: M9 autóút - felhajtó Ivándárda határátkelő felé;;
852;1;7007;M6: M9 autóút - lehajtó Budapest Nagytétény felől;;
852;1;7008;M6: M9 autóút - lehajtó Ivándárda határátkelő felől;;
852;1;7009;M6: Mohács/Szajk - felhajtó Budapest felé;;
852;1;7010;M6: Mohács/Szajk - felhajtó Ivándárda határátkelő felé;;
852;1;7011;M6: Mohács/Szajk - lehajtó Budapest felől;;
852;1;7012;M6: Mohács/Szajk - lehajtó Ivándárda határátkelő felől;;
852;1;7013;M6: Paks - felhajtó Budapest felé;;
852;1;7014;M6: Paks - felhajtó Ivándárda határátkelő felé;;
852;1;7015;M6: Paks - lehajtó Budapest felől;;
852;1;7016;M6: Paks - lehajtó Ivándárda határátkelő felől;;
852;1;7017;M6: Paks dél;;
852;1;7018;M6: Paks dél - felhajtó Budapest felé;;
852;1;7019;M6: Paks dél - felhajtó Ivándárda határátkelő felé;;
852;1;7020;M6: Paks dél - lehajtó Budapest felől;;
852;1;7021;M6: Paks dél - lehajtó Ivándárda határátkelő felől;;
852;1;7022;M6: Paksi pihenő - felhajtó Budapest felé;;
852;1;7023;M6: Paksi pihenő - felhajtó Ivándárda határátkelő felé;;
852;1;7024;M6: Paksi pihenő - lehajtó Budapest felől;;
852;1;7025;M6: Paksi pihenő - lehajtó Ivándárda határátkelő felől;;
852;1;7026;M6: Sárközi pihenő - felhajtó Budapest felé;;
852;1;7027;M6: Sárközi pihenő - felhajtó Ivándárda határátkelő felé;;
852;1;7028;M6: Sárközi pihenő - lehajtó Budapest felől;;
852;1;7029;M6: Sárközi pihenő - lehajtó Ivándárda határátkelő felől;;
852;1;7030;M6: Somberek/Pécsvárad - felhajtó Budapest felé;;
852;1;7031;M6: Somberek/Pécsvárad - felhajtó Ivándárda határátkelő felé;;
852;1;7032;M6: Somberek/Pécsvárad - lehajtó Budapest felől;;
852;1;7033;M6: Somberek/Pécsvárad - lehajtó Ivándárda határátkelő felől;;
852;1;7034;M6: Százhalombatta dél;;
852;1;7035;M6: Százhalombatta dél - felhajtó Budapest felé;;
852;1;7036;M6: Százhalombatta dél - felhajtó Ivándárda határátkelő felé;;
852;1;7037;M6: Százhalombatta dél - lehajtó Budapest felől;;
852;1;7038;M6: Százhalombatta dél - lehajtó Ivándárda határátkelő felől;;
852;1;7039;M6: Százhalombatta- észak - felhajtó Budapest felé;;
852;1;7040;M6: Százhalombatta- észak - felhajtó Ivándárda határátkelő felé;;
852;1;7041;M6: Százhalombatta- észak - lehajtó Budapest felől;;
852;1;7042;M6: Százhalombatta- észak - lehajtó Ivándárda határátkelő felől;;
852;1;7043;M6: Százhalombattai pihenő - felhajtó Budapest felé;;
852;1;7044;M6: Százhalombattai pihenő - felhajtó Ivándárda határátkelő felé;;
852;1;7045;M6: Százhalombattai pihenő - lehajtó Budapest felől;;
852;1;7046;M6: Százhalombattai pihenő - lehajtó Ivándárda határátkelő felől;;
852;1;7047;M6: Szebényi autópálya pihenő - felhajtó Budapest felé;;
852;1;7048;M6: Szebényi autópálya pihenő - felhajtó Ivándárda határátkelő felé;;
852;1;7049;M6: Szebényi autópálya pihenő - lehajtó Budapest felől;;
852;1;7050;M6: Szebényi autópálya pihenő - lehajtó Ivándárda határátkelő felől;;
852;1;7051;M6: Szedres;;
852;1;7052;M6: Szedres - felhajtó Budapest felé;;
852;1;7053;M6: Szedres - felhajtó Ivándárda határátkelő felé;;
852;1;7054;M6: Szedres - lehajtó Budapest felől;;
852;1;7055;M6: Szedres - lehajtó Ivándárda határátkelő felől;;
852;1;7056;M6: Szekszárd - felhajtó Budapest felé;;
852;1;7057;M6: Szekszárd - felhajtó Ivándárda határátkelő felé;;
852;1;7058;M6: Szekszárd - lehajtó Budapest felől;;
852;1;7059;M6: Szekszárd - lehajtó Ivándárda határátkelő felől;;
852;1;7060;M6: Szekszárd dél - felhajtó Budapest felé;;
852;1;7061;M6: Szekszárd dél - felhajtó Ivándárda határátkelő felé;;
852;1;7062;M6: Szekszárd dél - lehajtó Budapest felől;;
852;1;7063;M6: Szekszárd dél - lehajtó Ivándárda határátkelő felől;;
852;1;7064;M6: Szekszárd észak - felhajtó Budapest felé;;
852;1;7065;M6: Szekszárd észak - felhajtó Ivándárda határátkelő felé;;
852;1;7066;M6: Szekszárd észak - lehajtó Budapest felől;;
852;1;7067;M6: Szekszárd észak - lehajtó Ivándárda határátkelő felől;;
852;1;7068;M6: Szentgyörgyi pihenő - felhajtó Budapest felé;;
852;1;7069;M6: Szentgyörgyi pihenő - felhajtó Ivándárda határátkelő felé;;
852;1;7070;M6: Szentgyörgyi pihenő - lehajtó Budapest felől;;
852;1;7071;M6: Szentgyörgyi pihenő - lehajtó Ivándárda határátkelő felől;;
852;1;7072;M6: Tengelic - felhajtó Budapest felé;;
852;1;7073;M6: Tengelic - felhajtó Ivándárda határátkelő felé;;
852;1;7074;M6: Tengelic - lehajtó Budapest felől;;
852;1;7075;M6: Tengelic - lehajtó Ivándárda határátkelő felől;;
852;1;7076;M6: Újvárosi pihenőhely - felhajtó Ivándárda határátkelő felé;;
852;1;7077;M6: Újvárosi pihenőhely - lehajtó Ivándárda határátkelő felől;;
852;1;7078;M60 autópálya: Bóly/Villány;;
852;1;7079;M60 autópálya: Pécs dél;;
852;1;7080;M60 autópálya: Pécs kelet;;
852;1;7081;M60 körforgalom;;
852;1;7082;M60: Birjáni autópálya pihenő - felhajtó M6 csomópont felé;;
852;1;7083;M60: Birjáni autópálya pihenő - felhajtó Pécs felé;;
852;1;7084;M60: Birjáni autópálya pihenő - lehajtó M6 csomópont felől;;
852;1;7085;M60: Birjáni autópálya pihenő - lehajtó Pécs felől;;
852;1;7086;M60: Bóly/Villány - felhajtó M6 csomópont felé;;
852;1;7087;M60: Bóly/Villány - felhajtó Pécs felé;;
852;1;7088;M60: Bóly/Villány - lehajtó M6 csomópont felől;;
852;1;7089;M60: Bóly/Villány - lehajtó Pécs felől;;
852;1;7090;M60: M6 csomópont - felhajtó Pécs felé;;
852;1;7091;M60: M6 csomópont - lehajtó Pécs felől;;
852;1;7092;M60: Pécs dél - felhajtó M6 csomópont felé;;
852;1;7093;M60: Pécs dél - felhajtó Pécs felé;;
852;1;7094;M60: Pécs dél - lehajtó M6 csomópont felől;;
852;1;7095;M60: Pécs dél - lehajtó Pécs felől;;
852;1;7096;M60: Pécs kelet - felhajtó M6 csomópont felé;;
852;1;7097;M60: Pécs kelet - felhajtó Pécs felé;;
852;1;7098;M60: Pécs kelet - lehajtó M6 csomópont felől;;
852;1;7099;M60: Pécs kelet - lehajtó Pécs felől;;
852;1;7100;M60: Szajki pihenő - felhajtó M6 csomópont felé;;
852;1;7101;M60: Szajki pihenő - felhajtó Pécs felé;;
852;1;7102;M60: Szajki pihenő - lehajtó M6 csomópont felől;;
852;1;7103;M60: Szajki pihenő - lehajtó Pécs felől;;
852;1;7104;M6-M60 csomópont;;
852;1;7105;M6-M8 csomópont;;
852;1;7106;M7 - Hollád;;
852;1;7107;M7 autópálya;;
852;1;7108;M7 autópálya elválás;;
852;1;7109;M7 autópálya felhajtó;;
852;1;7110;M7 autópálya lehajtó;;
852;1;7111;M7 autópálya: Agárd/Székesfehérvár kelet;;
852;1;7112;M7 autópálya: Balatonboglár;;
852;1;7113;M7 autópálya: Balatonfüred/Enying;;
852;1;7114;M7 autópálya: Balatonkeresztúr;;
852;1;7115;M7 autópálya: Balatonőszöd/Szólád;;
852;1;7116;M7 autópálya: Balatonszemes;;
852;1;7117;M7 autópálya: Becsehely;;
852;1;7118;M7 autópálya: Érd;;
852;1;7119;M7 autópálya: Eszteregnye;;
852;1;7120;M7 autópálya: Fonyód;;
852;1;7121;M7 autópálya: Hollád;;
852;1;7122;M7 autópálya: Kápolnásnyék;;
852;1;7123;M7 autópálya: Nagykanizsa;;
852;1;7124;M7 autópálya: Nagykanizsa kelet;;
852;1;7125;M7 autópálya: Pákozdi pihenőhely;;
852;1;7126;M7 autópálya: Polgárdi;;
852;1;7127;M7 autópálya: Pusztazámor;;
852;1;7128;M7 autópálya: Siófok kelet;;
852;1;7129;M7 autópálya: Siófok nyugat;;
852;1;7130;M7 autópálya: Siófok/Szekszárd;;
852;1;7131;M7 autópálya: Székesfehérvár;;
852;1;7132;M7 autópálya: Székesfehérvár dél;;
852;1;7133;M7 autópálya: Székesfehérvár dél - lehajtó Letenye felől;;
852;1;7134;M7 autópálya: Tác;;
852;1;7135;M7 autópálya: Törökbálint;;
852;1;7136;M7 autópálya: Váli völgyi pihenőhely;;
852;1;7137;M7 autópálya: Velencei pihenőhely;;
852;1;7138;M7 autópálya: Zalakomár;;
852;1;7139;M7 autópálya: Zamárdi/Balatonendréd;;
852;1;7140;M7 Budapest felől - M0 Budakalász felé;;
852;1;7141;M7 Budapest felől - M0 Budaörs felé;;
852;1;7142;M7 felhajtó, Budaörs;;
852;1;7143;M7 Letenye csomópont;;
852;1;7144;M7 Letenye felől - M0 Budakalász felé;;
852;1;7145;M7 Letenye felől - M0 Budaörs felé;;
852;1;7146;M7 Letenye felől - M70 Tornyiszentmiklós felé;;
852;1;7147;M7: 710. sz. főút - felhajtó Budapest felé;;
852;1;7148;M7: 710. sz. főút - lehajtó Budapest felől;;
852;1;7149;M7: Agárd/Székesfehérvár kelet - felhajtó Budapest felé;;
852;1;7150;M7: Agárd/Székesfehérvár kelet - felhajtó Letenye felé;;
852;1;7151;M7: Agárd/Székesfehérvár kelet - lehajtó Budapest felől;;
852;1;7152;M7: Agárd/Székesfehérvár kelet - lehajtó Letenye felől;;
852;1;7153;M7: Balatonboglár - felhajtó Budapest felé;;
852;1;7154;M7: Balatonboglár - felhajtó Letenye felé;;
852;1;7155;M7: Balatonboglár - lehajtó Budapest felől;;
852;1;7156;M7: Balatonboglár - lehajtó Letenye felől;;
852;1;7157;M7: Balatonboglár dél/Ordacsehi;;
852;1;7158;M7: Balatonfenyves;;
852;1;7159;M7: Balatonfenyves - felhajtó Budapest felé;;
852;1;7160;M7: Balatonfenyves - felhajtó Letenye felé;;
852;1;7161;M7: Balatonfenyves - lehajtó Budapest felől;;
852;1;7162;M7: Balatonfenyves - lehajtó Letenye felől;;
852;1;7163;M7: Balatonföldvár/Bálványos;;
852;1;7164;M7: Balatonföldvár/Bálványos - felhajtó Budapest felé;;
852;1;7165;M7: Balatonföldvár/Bálványos - felhajtó Letenye felé;;
852;1;7166;M7: Balatonföldvár/Bálványos - lehajtó Budapest felől;;
852;1;7167;M7: Balatonföldvár/Bálványos - lehajtó Letenye felől;;
852;1;7168;M7: Balatonfüred/Enying - felhajtó Budapest felé;;
852;1;7169;M7: Balatonfüred/Enying - felhajtó Letenye felé;;
852;1;7170;M7: Balatonfüred/Enying - lehajtó Budapest felől;;
852;1;7171;M7: Balatonfüred/Enying - lehajtó Letenye felől;;
852;1;7172;M7: Balatonkeresztúr - felhajtó Budapest felé;;
852;1;7173;M7: Balatonkeresztúr - felhajtó Letenye felé;;
852;1;7174;M7: Balatonkeresztúr - lehajtó Budapest felől;;
