CID;TABCD;LCD;CLASS;TCD;STCD;ROADNUMBER;RNID;N1ID;N2ID;POL_LCD;PES_LEV;RDID
852;3;51001;L;1;3;7364;;9394;12389;22;;
852;3;51949;L;5;0;;9850;9397;3319;3189;;
852;3;51779;L;5;0;;5540;9398;4345;3185;;
852;3;51542;L;5;0;;2968;9398;11748;3185;;
852;3;50111;L;1;3;2402;;9402;3420;12;;
852;3;50710;L;1;3;5441;;9405;9409;5;;
852;3;5041;L;7;0;;;9407;1806;953;;
852;3;4463;L;7;0;;;9407;9851;953;;
852;3;51041;L;1;3;7443;;9411;9412;2679;;
852;3;6173;L;1;4;11324;;9431;9432;820;;
852;3;6050;L;1;4;11325;;9434;14;820;;
852;3;6071;L;6;1;;9435;9434;12437;2;;
852;3;50017;L;1;3;1109;;9446;9516;15;;
852;3;50821;L;1;3;6312;;9453;8518;19;;
852;3;51309;L;1;3;8708;;9457;9456;20;;
852;3;51286;L;1;3;8628;;9460;8466;10;;
852;3;51541;L;5;0;;2967;9482;11808;23;;
852;3;51858;L;5;0;;8566;9487;4773;3179;;
852;3;50943;L;1;3;7206;;9501;8251;9;;
852;3;4923;L;7;0;;;9491;1806;192;;
852;3;4349;L;7;0;;;9491;11961;192;;
852;3;50270;L;1;3;3324;;9493;9503;192;;
852;3;50290;L;1;2;36;;9494;8778;2;;
852;3;5181;L;7;0;;;9496;1806;242;;
852;3;4603;L;7;0;;;9496;5480;242;;
852;3;5183;L;7;0;;;9498;1806;1603;;
852;3;4605;L;7;0;;;9498;5480;1603;;
852;3;50942;L;1;3;7205;;9502;1072;2;;
852;3;4921;L;7;0;;;9504;1806;192;;
852;3;4347;L;7;0;;;9504;11961;192;;
852;3;50280;L;1;3;3501;;9505;3572;11;;
852;3;51000;L;1;3;7363;;9507;1759;22;;
852;3;50613;L;1;3;4923;;9522;11763;17;;
852;3;51313;L;1;3;8714;;9530;11586;20;;
852;3;50249;L;1;3;3301;;9532;9535;2;;
852;3;50914;L;1;3;6813;;9539;9540;2;;
852;3;51485;L;5;0;;2339;9553;11748;23;;
852;3;51689;L;5;0;;4471;9555;2528;3191;;
852;3;51424;L;5;0;;1431;9557;11223;3180;;
852;3;4395;L;7;0;;;9559;2271;56;;
852;3;4973;L;7;0;;;9559;6039;56;;
852;3;50305;L;1;3;3617;;9562;11109;7;;
852;3;51884;L;5;0;;9039;9564;1768;3179;;
852;3;51610;L;5;0;;3706;9564;3541;3179;;
852;3;50050;L;1;3;1405;;9567;5503;10;;
852;3;50426;L;1;2;42;;9570;873;11;;
852;3;50435;L;1;3;4211;;9573;10024;11;;
852;3;50276;L;1;3;3405;;9574;2684;11;;
852;3;51304;L;1;3;8703;;9576;11989;20;;
852;3;50526;L;1;3;4452;;9591;9592;6;;
852;3;50709;L;1;3;5435;;9599;9880;8;;
852;3;50705;L;1;3;5429;;9600;9601;2;;
852;3;50244;L;1;3;3231;;9604;4200;18;;
852;3;51921;L;5;0;;9619;9617;10787;23;;
852;3;5159;L;7;0;;;9624;1806;206;;
852;3;4581;L;7;0;;;9624;5480;206;;
852;3;50151;L;1;3;2523;;9626;11760;7;;
852;3;6541;L;1;3;6548;;379;383;16;;
852;3;6536;L;1;3;6549;;7939;7940;1033;;
852;3;6364;L;7;0;;;9631;4041;79;;
852;3;6356;L;7;0;;;9631;11933;299;;
852;3;51301;L;1;3;8701;;9637;4012;20;;
852;3;5259;L;7;0;;;9643;3433;635;;
852;3;4681;L;7;0;;;9643;7530;635;;
852;3;51192;L;1;3;8421;;9656;8191;10;;
852;3;51259;L;1;3;8604;;9659;10863;10;;
852;3;51256;L;1;3;8528;;9665;5430;10;;
852;3;6210;L;1;4;51112;;9670;7716;15;;
852;3;51635;L;5;0;;3959;9673;8075;3188;;
852;3;4853;L;7;0;;;9675;5623;50;;
852;3;4277;L;7;0;;;9675;11785;50;;
852;3;51862;L;5;0;;8579;9676;2337;3194;;
852;3;51308;L;1;3;8709;;9681;8424;20;;
852;3;5997;L;7;0;;;9687;1806;952;;
852;3;5409;L;7;0;;;9687;3719;418;;
852;3;4835;L;7;0;;;9687;5762;602;;
852;3;4263;L;7;0;;;9687;9690;602;;
852;3;5411;L;7;0;;;9690;9687;602;;
852;3;4837;L;7;0;;;9690;5762;602;;
852;3;50054;L;1;3;1409;;9691;9688;602;;
852;3;50056;L;1;2;15;;9696;9692;10;;
852;3;50166;L;1;3;2613;;9699;5287;7;;
852;3;50354;L;1;3;3821;;9702;8357;17;;
852;3;50311;L;1;3;3633;;9703;9705;17;;
852;3;51740;L;5;0;;5160;9707;3963;23;;
852;3;51925;L;5;0;;9709;9707;9282;3187;;
852;3;51736;L;5;0;;5092;9711;4495;3197;;
852;3;4995;L;7;0;;;9716;6746;260;;
852;3;4417;L;7;0;;;9716;8454;260;;
852;3;51649;L;5;0;;4026;9719;3960;3191;;
852;3;51952;L;5;0;;9860;9721;2156;3192;;
852;3;51660;L;5;0;;4155;9721;9725;23;;
852;3;52132;L;5;0;;12478;9722;9287;2;;
852;3;51956;L;5;0;;9966;9723;9379;3193;;
852;3;51435;L;5;0;;1641;9724;12057;3192;;
852;3;51708;L;5;0;;4694;9725;7612;3191;;
852;3;52013;L;5;0;;10774;9725;9767;3191;;
852;3;50846;L;1;3;6513;;9729;4418;16;;
852;3;50101;L;1;3;22103;;9739;9738;1904;;
852;3;3449;L;1;3;3731;;9742;11043;710;;
852;3;51057;L;1;3;7461;;9744;9636;20;;
852;3;51155;L;1;3;8225;;9747;9162;10;;
852;3;51156;L;1;3;8226;;9748;11062;10;;
852;3;50119;L;1;3;2411;;9752;7857;2;;
852;3;51148;L;1;3;8217;;9754;9755;2;;
852;3;51095;L;1;2;86;;9758;8201;2;;
852;3;6374;L;7;0;;;9758;12364;456;;
852;3;51030;L;1;3;7418;;9759;9797;22;;
852;3;51515;L;5;0;;2729;9767;946;3191;;
852;3;51695;L;5;0;;4507;9767;3023;3191;;
852;3;51750;L;5;0;;5234;9767;3023;3191;;
852;3;51720;L;5;0;;4825;9770;2363;3189;;
852;3;51997;L;5;0;;10585;9770;3312;3189;;
852;3;51591;L;5;0;;3417;9770;11808;3189;;
852;3;51902;L;5;0;;9397;9770;11808;3189;;
852;3;51929;L;5;0;;9719;9772;4026;3191;;
852;3;51650;L;5;0;;4055;9772;11598;3191;;
852;3;4903;L;7;0;;;9773;1806;407;;
852;3;4329;L;7;0;;;9773;11961;407;;
852;3;52041;L;5;0;;11200;9776;11527;3198;;
852;3;4787;L;7;0;;;9779;1806;537;;
852;3;4217;L;7;0;;;9779;3719;69;;
852;3;50142;L;1;3;2512;;9783;11781;2048;;
852;3;4131;L;7;0;;;9785;7446;583;;
852;3;4701;L;7;0;;;9785;10939;583;;
852;3;51276;L;1;3;8615;;9791;9788;2;;
852;3;51277;L;1;3;8616;;9791;9790;10;;
852;3;51731;L;5;0;;5072;9795;1803;3187;;
852;3;4927;L;7;0;;;9799;1806;97;;
852;3;4353;L;7;0;;;9799;11961;97;;
852;3;51549;L;5;0;;3012;9800;1551;3178;;
852;3;50423;L;1;3;4145;;9803;12526;17;;
852;3;50072;L;1;3;2115;;9805;3159;14;;
852;3;50093;L;1;2;22;;9805;9944;14;;
852;3;50962;L;1;3;7314;;9809;5271;21;;
852;3;50350;L;1;3;3808;;9818;10078;7;;
852;3;50346;L;1;3;3804;;9819;12443;7;;
852;3;51380;L;5;0;;862;9833;3021;23;;
852;3;51938;L;5;0;;9770;9833;4351;3189;;
852;3;51892;L;5;0;;9177;9833;9397;3189;;
852;3;52000;L;5;0;;10659;9841;12063;3178;;
852;3;51578;L;5;0;;3319;9850;4351;3189;;
852;3;5611;L;7;0;;;9851;1066;408;;
852;3;5837;L;7;0;;;9851;1772;81;;
852;3;4731;L;7;0;;;9851;1787;81;;
852;3;5053;L;7;0;;;9851;1806;472;;
852;3;5573;L;7;0;;;9851;1813;3195;;
852;3;5607;L;7;0;;;9851;2034;778;;
852;3;5595;L;7;0;;;9851;3815;30;;
852;3;5583;L;7;0;;;9851;4038;378;;
852;3;5599;L;7;0;;;9851;4524;30;;
852;3;5593;L;7;0;;;9851;4525;30;;
852;3;5597;L;7;0;;;9851;4528;30;;
852;3;6001;L;7;0;;;9851;4547;151;;
852;3;5603;L;7;0;;;9851;4882;54;;
852;3;5601;L;7;0;;;9851;4883;54;;
852;3;5609;L;7;0;;;9851;4976;408;;
852;3;5591;L;7;0;;;9851;5382;151;;
852;3;5879;L;7;0;;;9851;5622;3199;;
852;3;5579;L;7;0;;;9851;5624;81;;
852;3;5937;L;7;0;;;9851;8454;26;;
852;3;5587;L;7;0;;;9851;8996;1059;;
852;3;5589;L;7;0;;;9851;8997;305;;
852;3;5605;L;7;0;;;9851;9407;953;;
852;3;4475;L;7;0;;;9851;9852;472;;
852;3;5577;L;7;0;;;9851;10287;3199;;
852;3;5575;L;7;0;;;9851;10289;3199;;
852;3;5613;L;7;0;;;9851;10515;351;;
852;3;5615;L;7;0;;;9851;10570;361;;
852;3;5585;L;7;0;;;9851;11681;559;;
852;3;5581;L;7;0;;;9851;11746;185;;
852;3;5055;L;7;0;;;9852;1806;472;;
852;3;6754;L;7;0;;;9852;3364;81;;
852;3;6762;L;7;0;;;9852;4526;30;;
852;3;5617;L;7;0;;;9852;9851;472;;
852;3;50623;L;1;2;500;;9855;9854;472;;
852;3;51480;L;5;0;;2249;9859;2457;23;;
852;3;51483;L;5;0;;2317;9859;2457;23;;
852;3;51654;L;5;0;;4076;9859;2457;3183;;
852;3;51569;L;5;0;;3197;9859;3196;3183;;
852;3;50363;L;1;3;3830;;9866;4571;17;;
852;3;52141;L;1;3;;4466;9871;1802;70;;
852;3;50163;L;1;3;2608;;9873;2911;7;;
852;3;50165;L;1;3;2611;;9874;9873;7;;
852;3;50706;L;1;3;5431;;9881;9073;8;;
852;3;50158;L;1;3;2603;;9902;10906;7;;
852;3;50154;L;1;3;2527;;9928;4763;7;;
852;3;3259;L;1;3;2307;;9935;9941;45;;
852;3;3260;L;1;3;211;;9937;9938;45;;
852;3;50105;L;1;3;2303;;9942;8261;14;;
852;3;50104;L;1;3;2302;;9945;4502;14;;
852;3;4879;L;7;0;;;9947;1806;74;;
852;3;4305;L;7;0;;;9947;11961;74;;
852;3;51899;L;5;0;;9376;9949;7776;23;;
852;3;51628;L;5;0;;3913;9952;7715;3194;;
852;3;4991;L;7;0;;;9961;6746;26;;
852;3;4413;L;7;0;;;9961;8454;26;;
852;3;50552;L;1;3;4525;;9961;12522;8;;
852;3;50586;L;1;3;4809;;9967;5476;11;;
852;3;50803;L;1;3;6215;;9972;4923;9;;
852;3;50028;L;1;3;1121;;9980;9981;13;;
852;3;50464;L;1;3;4252;;9984;7905;6;;
852;3;50461;L;1;3;4244;;9986;2391;6;;
852;3;5123;L;7;0;;;9993;1806;357;;
852;3;4543;L;7;0;;;9993;4099;357;;
852;3;51062;L;1;3;7509;;9998;10000;22;;
852;3;50352;L;1;3;3811;;10012;3465;2;;
852;3;50353;L;1;3;3814;;10015;1914;7;;
852;3;50436;L;1;3;4212;;10023;10593;2;;
852;3;51220;L;1;3;8451;;10032;12240;20;;
852;3;51210;L;1;3;8439;;10039;10032;20;;
852;3;50791;L;1;2;611;;10043;10042;2;;
852;3;50152;L;1;3;2524;;10049;11780;7;;
852;3;50149;L;1;3;2521;;10051;1711;7;;
852;3;50349;L;1;3;381;;10054;5009;2;;
852;3;50744;L;1;3;5702;;10059;12185;4;;
852;3;5229;L;7;0;;;10060;1806;2044;;
852;3;4651;L;7;0;;;10060;5480;2044;;
852;3;51771;L;5;0;;5426;10063;5272;3198;;
852;3;50764;L;1;3;5806;;10071;10069;4;;
852;3;50802;L;1;3;6214;;10083;5388;9;;
852;3;50798;L;1;3;6228;;10088;10086;2;;
852;3;52040;L;5;0;;11194;10091;3021;3179;;
852;3;50753;L;1;3;5712;;10099;2478;4;;
852;3;51856;L;5;0;;8538;10109;5667;2;;
852;3;52111;L;5;0;;12173;10109;10343;3192;;
852;3;50828;L;1;2;64;;10111;1076;2;;
852;3;51407;L;5;0;;1288;10114;10369;3195;;
852;3;5189;L;7;0;;;10120;1806;75;;
852;3;4611;L;7;0;;;10120;5480;531;;
852;3;5197;L;7;0;;;10121;1806;723;;
852;3;4619;L;7;0;;;10121;5480;723;;
852;3;5193;L;7;0;;;10128;1806;75;;
852;3;4615;L;7;0;;;10128;5480;75;;
852;3;50836;L;1;2;65;;10129;10126;2;;
852;3;50120;L;1;3;2412;;10136;11248;12;;
852;3;51291;L;1;3;8634;;9930;1843;20;;
852;3;51581;L;5;0;;3348;10140;8214;3179;;
852;3;51086;L;1;3;7544;;10145;11468;22;;
852;3;50670;L;1;3;5305;;10154;3675;5;;
852;3;50665;L;1;2;53;;10156;11520;5;;
852;3;50662;L;1;3;5216;;10161;10160;222;;
852;3;50682;L;1;3;5405;;10168;4874;2;;
852;3;50014;L;1;3;1107;;10173;9438;2;;
852;3;52146;L;1;4;11106;;10175;8;182;;
852;3;5129;L;7;0;;;10179;1806;958;;
852;3;4549;L;7;0;;;10179;4099;958;;
852;3;50731;L;1;3;5606;;10180;9328;4;;
852;3;51701;L;5;0;;4592;10185;10186;3187;;
852;3;50912;L;1;3;6811;;10224;10061;16;;
852;3;50919;L;1;3;6818;;10225;10223;16;;
852;3;50848;L;1;3;6515;;10234;12219;16;;
852;3;50913;L;1;3;6812;;10243;10909;16;;
852;3;6378;L;7;0;;;10244;10990;803;;
852;3;6334;L;7;0;;;10245;2016;159;;
852;3;6320;L;7;0;;;10245;5547;246;;
852;3;6350;L;7;0;;;10245;8350;74;;
852;3;6342;L;7;0;;;10245;9243;159;;
852;3;6328;L;7;0;;;10245;9244;159;;
852;3;50418;L;1;3;4139;;10247;4944;17;;
852;3;51255;L;1;3;8527;;10251;2994;10;;
852;3;51300;L;1;3;8645;;10255;7568;10;;
852;3;51295;L;1;3;8638;;10276;2062;20;;
852;3;51111;L;1;3;8126;;10277;10278;9;;
852;3;5239;L;7;0;;;10284;1806;1537;;
852;3;4661;L;7;0;;;10284;5480;1537;;
852;3;4435;L;7;0;;;10287;9851;3199;;
852;3;6086;L;6;1;;10290;10288;2061;3197;;
852;3;5013;L;7;0;;;10289;1806;3196;;
852;3;4433;L;7;0;;;10289;9851;3199;;
852;3;51980;L;5;0;;10349;10292;3678;3185;;
852;3;51809;L;5;0;;7800;10292;5160;3185;;
852;3;51600;L;5;0;;3613;10292;8551;23;;
852;3;51103;L;1;3;8107;;10295;7280;15;;
852;3;5187;L;7;0;;;10299;1806;75;;
852;3;4609;L;7;0;;;10299;5480;75;;
852;3;51211;L;1;3;8441;;10303;10304;20;;
852;3;51509;L;5;0;;2641;10308;9081;3190;;
852;3;51699;L;5;0;;4585;10310;846;3179;;
852;3;50974;L;1;3;7328;;10319;12327;2;;
852;3;50034;L;1;3;1127;;10330;12087;13;;
852;3;51799;L;5;0;;7776;10337;4149;3181;;
852;3;50818;L;1;3;6307;;10339;10113;9;;
852;3;51795;L;5;0;;7641;10343;1819;3192;;
852;3;52136;L;1;2;;5593;10343;5707;3192;;
852;3;51885;L;5;0;;9058;10343;10886;3192;;
852;3;5191;L;7;0;;;10346;1806;75;;
852;3;4613;L;7;0;;;10346;5480;75;;
852;3;52142;L;1;3;;1751;10355;1283;70;;
852;3;51780;L;5;0;;5554;10356;1395;3193;;
852;3;51732;L;5;0;;5080;10356;12238;3197;;
852;3;50649;L;1;3;5217;;10359;4478;5;;
852;3;50659;L;1;3;5213;;10360;10422;5;;
852;3;51401;L;5;0;;1283;10368;8959;3184;;
852;3;50747;L;1;3;5714;;10378;1671;4;;
852;3;5135;L;7;0;;;10379;6916;1690;;
852;3;4557;L;7;0;;;10379;9289;1555;;
852;3;50826;L;1;3;6318;;10391;4703;19;;
852;3;50675;L;1;3;5311;;10395;1330;5;;
852;3;51172;L;1;3;8623;;10403;10400;10;;
852;3;51052;L;1;3;7455;;10408;2842;20;;
852;3;50782;L;1;3;5828;;10410;3331;4;;
852;3;50726;L;1;3;5601;;10419;10420;19;;
852;3;6057;L;6;1;;10452;10449;11282;2;;
852;3;51196;L;1;3;8425;;10456;11828;10;;
852;3;51243;L;1;3;8515;;10468;10469;10;;
852;3;6608;L;7;0;;;10470;3720;143;;
852;3;6612;L;7;0;;;10470;1806;143;;
852;3;51372;L;5;0;;838;10476;12271;3177;;
852;3;50477;L;1;3;4404;;10474;9010;6;;
852;3;50474;L;1;3;4401;;10481;5341;2;;
852;3;6752;L;7;0;;;10483;1366;370;;
852;3;6724;L;7;0;;;10483;5395;370;;
852;3;50084;L;1;3;2128;;10486;5274;14;;
852;3;50475;L;1;3;4402;;10490;8419;8;;
852;3;51058;L;1;3;7462;;10493;10492;20;;
852;3;50241;L;1;3;3227;;10498;4195;18;;
852;3;50866;L;1;3;6541;;10502;10501;4;;
852;3;50701;L;1;3;5425;;10511;8650;351;;
852;3;50700;L;1;3;5424;;10512;10514;351;;
852;3;5049;L;7;0;;;10515;1806;351;;
852;3;4471;L;7;0;;;10515;9851;351;;
852;3;5069;L;7;0;;;10522;1806;103;;
852;3;4489;L;7;0;;;10522;4099;103;;
852;3;5067;L;7;0;;;10524;1806;41;;
852;3;4487;L;7;0;;;10524;4099;41;;
852;3;6089;L;6;1;;10528;10525;11486;15;;
852;3;5071;L;7;0;;;10527;1806;191;;
852;3;4491;L;7;0;;;10527;4099;191;;
852;3;5131;L;7;0;;;10530;1806;2125;;
852;3;4551;L;7;0;;;10530;4099;2125;;
852;3;50737;L;1;3;5614;;10531;3855;4;;
852;3;51670;L;5;0;;4266;10533;995;3181;;
852;3;51994;L;5;0;;10536;10533;1877;23;;
852;3;51371;L;5;0;;817;10533;7776;3181;;
852;3;51692;L;5;0;;4483;10534;4495;3197;;
852;3;51991;L;5;0;;10533;10535;4266;3181;;
852;3;52099;L;5;0;;11996;10538;1230;3191;;
852;3;51391;L;5;0;;1007;10539;9379;3193;;
852;3;50098;L;1;3;2205;;10542;10547;14;;
852;3;50078;L;1;3;2122;;10543;9245;14;;
852;3;51091;L;1;3;7549;;10548;4686;22;;
852;3;50733;L;1;3;5608;;10551;9327;4;;
852;3;5111;L;7;0;;;10552;1806;633;;
852;3;4531;L;7;0;;;10552;4099;633;;
852;3;50819;L;1;2;631;;10553;7051;633;;
852;3;50813;L;1;3;6235;;10559;11228;19;;
852;3;6256;L;7;0;;;10563;4734;2150;;
852;3;5051;L;7;0;;;10570;1806;361;;
852;3;4473;L;7;0;;;10570;9851;361;;
852;3;50624;L;1;2;502;;10571;10572;26;;
852;3;50466;L;1;2;43;;10576;8456;8;;
852;3;50626;L;1;2;55;;10577;6912;2;;
852;3;50467;L;1;3;4301;;10579;6825;8;;
852;3;4993;L;7;0;;;10581;6745;26;;
852;3;4415;L;7;0;;;10581;8454;26;;
852;3;4989;L;7;0;;;10583;6746;26;;
852;3;4411;L;7;0;;;10583;8454;26;;
852;3;51577;L;5;0;;3312;10585;9177;3189;;
852;3;51486;L;5;0;;2363;10585;11829;23;;
852;3;5227;L;7;0;;;10590;1806;2710;;
852;3;4649;L;7;0;;;10590;5480;2710;;
852;3;50453;L;1;3;4234;;10595;3516;6;;
852;3;52017;L;5;0;;10790;10600;3980;3178;;
852;3;50385;L;1;3;4103;;10602;819;17;;
852;3;50386;L;1;3;4104;;10603;1055;17;;
852;3;50396;L;1;3;4114;;10608;10607;17;;
852;3;50732;L;1;3;5607;;10610;9328;4;;
852;3;5177;L;7;0;;;10612;1806;31;;
852;3;6370;L;7;0;;;10612;4041;79;;
852;3;4599;L;7;0;;;10612;5480;31;;
852;3;50928;L;1;2;8;;10612;9632;2;;
852;3;6362;L;7;0;;;10612;11933;79;;
852;3;5175;L;7;0;;;10614;1806;31;;
852;3;4597;L;7;0;;;10614;5480;31;;
852;3;51135;L;1;3;8202;;10616;2914;9;;
852;3;51106;L;1;2;811;;10617;10627;9;;
852;3;51096;L;1;2;81;;10612;3433;2;;
852;3;3506;L;1;2;801;;10624;443;9;;
852;3;50937;L;1;3;7201;;10625;11766;9;;
852;3;50788;L;1;2;63;;10628;10621;2;;
852;3;50494;L;1;3;4419;;10630;2158;601;;
852;3;4119;L;7;0;;;10634;1622;665;;
852;3;5117;L;7;0;;;10634;1806;137;;
852;3;5119;L;7;0;;;10634;1806;621;;
852;3;51341;L;1;1;M9;;10634;2579;2;;
852;3;6810;L;7;0;;;2579;6869;137;;
852;3;6814;L;7;0;;;10634;6869;137;;
852;3;4117;L;7;0;;;10634;4099;137;;
852;3;4539;L;7;0;;;10634;4099;49;;
852;3;5121;L;7;0;;;10636;1806;621;;
852;3;4541;L;7;0;;;10636;4099;621;;
852;3;5115;L;7;0;;;10637;1806;137;;
852;3;4535;L;7;0;;;10637;4099;137;;
852;3;50639;L;1;3;5113;;10640;10018;19;;
852;3;50724;L;1;2;56;;10642;11659;2;;
852;3;4127;L;7;0;;;10645;7446;1866;;
852;3;4697;L;7;0;;;10645;10939;1733;;
852;3;51216;L;1;3;8446;;10647;10645;20;;
852;3;52021;L;5;0;;10856;10650;1783;23;;
852;3;51209;L;1;3;8438;;10655;4346;20;;
852;3;52105;L;5;0;;12063;10659;12062;3178;;
852;3;51943;L;5;0;;9800;10660;10856;3178;;
852;3;52001;L;5;0;;10671;10672;2393;23;;
852;3;51982;L;5;0;;10352;10672;3068;23;;
852;3;51404;L;5;0;;1286;10673;798;3193;;
852;3;51776;L;5;0;;5497;10673;1921;3193;;
852;3;51860;L;5;0;;8572;10673;1921;23;;
852;3;52038;L;5;0;;11110;10673;5737;3193;;
852;3;51748;L;5;0;;5232;10674;7833;3196;;
852;3;51774;L;5;0;;5444;10676;3066;3180;;
852;3;51611;L;5;0;;3714;10677;2461;3189;;
852;3;51891;L;5;0;;9169;10677;2461;23;;
852;3;51688;L;5;0;;4470;10679;11808;3180;;
852;3;52036;L;5;0;;11058;10680;647;3197;;
852;3;51793;L;5;0;;7623;10681;1320;3179;;
852;3;51425;L;5;0;;1469;10687;2683;3180;;
852;3;51834;L;5;0;;8175;10687;9770;3189;;
852;3;51680;L;5;0;;4351;10687;11703;3189;;
852;3;50765;L;1;3;5807;;10698;8906;4;;
852;3;6188;L;1;4;11308;;10703;10704;15;;
852;3;6080;L;6;1;;10705;10704;10818;15;;
852;3;50015;L;1;3;1108;;10706;1808;15;;
852;3;50024;L;1;3;1116;;10707;12205;15;;
852;3;50020;L;1;3;1112;;10710;9515;15;;
852;3;51624;L;5;0;;3897;10714;2458;3179;;
852;3;51433;L;5;0;;1616;10714;3976;3179;;
852;3;51928;L;5;0;;9713;10714;7872;3179;;
852;3;52086;L;5;0;;11772;10714;9597;3179;;
852;3;51836;L;5;0;;8215;10715;10716;3179;;
852;3;51056;L;1;3;7459;;10731;9631;181;;
852;3;5107;L;7;0;;;10732;1806;600;;
852;3;4527;L;7;0;;;10732;4099;600;;
852;3;51035;L;1;3;7424;;10736;4683;2;;
852;3;50556;L;1;3;4623;;10750;4556;5;;
852;3;50768;L;1;3;5811;;10762;10764;4;;
852;3;50763;L;1;3;5805;;10763;1481;4;;
852;3;51751;L;5;0;;5268;10766;744;3196;;
852;3;52009;L;5;0;;10688;10766;744;23;;
852;3;51826;L;5;0;;7960;10766;4578;23;;
852;3;51787;L;5;0;;6740;10766;8439;23;;
852;3;52121;L;5;0;;12252;10766;12472;3199;;
852;3;50203;L;1;3;3109;;10768;4210;2;;
852;3;50202;L;1;3;3108;;10772;9605;2;;
852;3;51782;L;1;2;;5594;10774;5674;2;;
852;3;52057;L;5;0;;11286;10775;2757;3197;;
852;3;52118;L;5;0;;12238;10775;5232;3197;;
852;3;51310;L;1;3;8711;;10777;560;1367;;
852;3;50927;L;1;3;6837;;10785;10283;22;;
852;3;52129;L;5;0;;12469;10787;2009;3178;;
852;3;51604;L;5;0;;3655;10787;3654;23;;
852;3;51557;L;5;0;;3041;10787;9777;3179;;
852;3;52115;L;5;0;;12199;10788;9150;3179;;
852;3;51924;L;5;0;;9707;10794;5160;23;;
852;3;51738;L;5;0;;5150;10794;11267;3187;;
852;3;51511;L;5;0;;2683;10798;1469;3180;;
852;3;50302;L;1;3;3614;;10803;7620;7;;
852;3;50308;L;1;3;3622;;10804;10801;7;;
852;3;6185;L;1;4;11307;;10817;10818;1039;;
852;3;6194;L;1;4;11306;;10819;3916;1039;;
852;3;50021;L;1;3;1113;;10821;4941;15;;
852;3;4159;L;7;0;;;10823;1772;72;;
852;3;4725;L;7;0;;;10823;1787;72;;
852;3;6198;L;1;4;51305;;10830;10831;772;;
852;3;50891;L;1;2;67;;10835;1173;2;;
852;3;50766;L;1;3;5808;;10838;4745;4;;
852;3;50880;L;1;3;6607;;10839;4294;2;;
852;3;50734;L;1;3;5609;;10855;9359;4;;
852;3;51762;L;5;0;;5359;10856;1392;3188;;
852;3;52097;L;5;0;;11931;10856;5288;23;;
852;3;51442;L;5;0;;1783;10856;7962;23;;
852;3;51894;L;5;0;;9238;10856;9237;3178;;
852;3;51564;L;5;0;;3121;10856;9617;23;;
852;3;51871;L;5;0;;8865;10857;5595;3180;;
852;3;51381;L;5;0;;865;10857;11808;3180;;
852;3;4861;L;7;0;;;10859;1806;3191;;
852;3;4285;L;7;0;;;10859;11961;3191;;
852;3;50136;L;1;3;2506;;10875;2302;2;;
852;3;50172;L;1;3;2619;;10884;9926;7;;
852;3;52058;L;5;0;;11292;10886;867;3192;;
852;3;6010;L;6;1;;10895;10888;9431;2;;
852;3;50040;L;1;3;1201;;10892;9231;2;;
852;3;51059;L;1;3;7463;;10898;8249;20;;
852;3;4849;L;7;0;;;10903;5623;355;;
852;3;4273;L;7;0;;;10903;11785;355;;
852;3;51553;L;5;0;;3023;10904;5234;3191;;
852;3;50239;L;1;3;3225;;10915;4240;18;;
852;3;50377;L;1;2;402;;10916;10926;33;;
852;3;50238;L;1;3;3224;;10917;11419;18;;
852;3;6296;L;7;0;;;10919;1806;33;;
852;3;50495;L;1;2;442;;10919;5336;18;;
852;3;6302;L;7;0;;;10919;12288;33;;
852;3;6294;L;7;0;;;10926;1806;33;;
852;3;50568;L;1;3;4625;;10926;4886;2;;
852;3;6290;L;7;0;;;10926;12288;33;;
852;3;51444;L;5;0;;1819;10930;7878;3192;;
852;3;51744;L;5;0;;5226;10930;12015;23;;
852;3;3547;L;7;0;;;10939;1399;2963;;
852;3;3551;L;7;0;;;10939;2190;1770;;
852;3;3553;L;7;0;;;10939;2837;153;;
852;3;3549;L;7;0;;;10939;7668;2933;;
852;3;3545;L;7;0;;;10939;9785;583;;
852;3;3541;L;7;0;;;10939;10645;1866;;
852;3;3539;L;7;0;;;10939;12008;1831;;
852;3;3537;L;7;0;;;10939;12052;1939;;
852;3;3543;L;7;0;;;10939;12502;2333;;
852;3;51312;L;1;3;8713;;10944;9529;20;;
852;3;51322;L;1;3;8901;;10946;8576;20;;
852;3;51296;L;1;3;8639;;10949;2063;20;;
852;3;51261;L;1;1;M86;;10939;2185;2;;
852;3;4121;L;7;0;;;10952;7446;32;;
852;3;51260;L;1;2;87;;10956;5243;20;;
852;3;51320;L;1;2;88;;10956;10039;20;;
852;3;51302;L;1;3;8704;;10956;12005;20;;
852;3;50139;L;1;3;2509;;10960;8674;2;;
852;3;50030;L;1;3;1123;;10961;11120;13;;
852;3;50468;L;1;3;4302;;10964;5047;8;;
852;3;50849;L;1;3;6516;;10971;11571;16;;
852;3;51370;L;5;0;;810;10974;10140;23;;
852;3;51934;L;5;0;;9726;10977;4288;3190;;
852;3;6380;L;7;0;;;10990;3691;803;;
852;3;6376;L;7;0;;;10990;10244;803;;
852;3;50844;L;1;3;6511;;11002;10182;16;;
852;3;51506;L;5;0;;2600;11003;11748;3185;;
852;3;50862;L;1;3;6536;;11004;5036;19;;
