CID;TABCD;LCD;INT_CID;INT_TABCD;INT_LCD
852;3;28685;852;3;31384
852;3;31384;852;3;28685
852;3;28684;852;3;31067
852;3;31067;852;3;31267
852;3;31267;852;3;31432
852;3;31432;852;3;28684
852;3;28683;852;3;30581
852;3;30581;852;3;28683
852;3;28682;852;3;29859
852;3;29859;852;3;30494
852;3;30494;852;3;30724
852;3;30724;852;3;28682
852;3;28681;852;3;28773
852;3;28773;852;3;28681
852;3;28678;852;3;29233
852;3;29233;852;3;29892
852;3;29892;852;3;28678
852;3;28677;852;3;29339
852;3;29339;852;3;28677
852;3;28676;852;3;29196
852;3;29196;852;3;28676
852;3;28673;852;3;31444
852;3;31444;852;3;28673
852;3;28672;852;3;30270
852;3;30270;852;3;28672
852;3;28670;852;3;30792
852;3;30792;852;3;28670
852;3;28669;852;3;29039
852;3;29039;852;3;28669
852;3;28668;852;3;29035
852;3;29035;852;3;28668
852;3;28667;852;3;28973
852;3;28973;852;3;28667
852;3;28666;852;3;30147
852;3;30147;852;3;31522
852;3;31522;852;3;28666
852;3;28662;852;3;30142
852;3;30142;852;3;28662
852;3;28658;852;3;29215
852;3;29215;852;3;29589
852;3;29589;852;3;30140
852;3;30140;852;3;31053
852;3;31053;852;3;28658
852;3;28656;852;3;28674
852;3;28674;852;3;29738
852;3;29738;852;3;28656
852;3;28655;852;3;31448
852;3;31448;852;3;28655
852;3;28654;852;3;31255
852;3;31255;852;3;28654
852;3;28653;852;3;29755
852;3;29755;852;3;28653
852;3;28652;852;3;30898
852;3;30898;852;3;28652
852;3;28651;852;3;28657
852;3;28657;852;3;29764
852;3;29764;852;3;28651
852;3;28650;852;3;31172
852;3;31172;852;3;28650
852;3;28649;852;3;30640
852;3;30640;852;3;30923
852;3;30923;852;3;31091
852;3;31091;852;3;31232
852;3;31232;852;3;31566
852;3;31566;852;3;28649
852;3;28648;852;3;29336
852;3;29336;852;3;28648
852;3;28646;852;3;30873
852;3;30873;852;3;28646
852;3;28645;852;3;30925
852;3;30925;852;3;31230
852;3;31230;852;3;28645
852;3;28644;852;3;31133
852;3;31133;852;3;28644
852;3;28643;852;3;28801
852;3;28801;852;3;30181
852;3;30181;852;3;28643
852;3;28642;852;3;30939
852;3;30939;852;3;31429
852;3;31429;852;3;28642
852;3;28639;852;3;29316
852;3;29316;852;3;28639
852;3;28638;852;3;31588
852;3;31588;852;3;28638
852;3;28637;852;3;29069
852;3;29069;852;3;28637
852;3;28636;852;3;30193
852;3;30193;852;3;28636
852;3;28635;852;3;29333
852;3;29333;852;3;28635
852;3;28634;852;3;30765
852;3;30765;852;3;28634
852;3;28633;852;3;29928
852;3;29928;852;3;30734
852;3;30734;852;3;28633
852;3;28632;852;3;28939
852;3;28939;852;3;30367
852;3;30367;852;3;28632
852;3;28631;852;3;30922
852;3;30922;852;3;28631
852;3;28630;852;3;30321
852;3;30321;852;3;28630
852;3;28629;852;3;30850
852;3;30850;852;3;28629
852;3;28627;852;3;29249
852;3;29249;852;3;28627
852;3;28626;852;3;28982
852;3;28982;852;3;28626
852;3;28625;852;3;28847
852;3;28847;852;3;28625
852;3;28624;852;3;29077
852;3;29077;852;3;30189
852;3;30189;852;3;28624
852;3;28623;852;3;28660
852;3;28660;852;3;28623
852;3;28622;852;3;30141
852;3;30141;852;3;28622
852;3;28621;852;3;30302
852;3;30302;852;3;28621
852;3;28619;852;3;29820
852;3;29820;852;3;28619
852;3;28618;852;3;30938
852;3;30938;852;3;28618
852;3;28617;852;3;28641
852;3;28641;852;3;28844
852;3;28844;852;3;28617
852;3;28616;852;3;31199
852;3;31199;852;3;28616
852;3;28614;852;3;28715
852;3;28715;852;3;28614
852;3;28613;852;3;30518
852;3;30518;852;3;28613
852;3;28612;852;3;29111
852;3;29111;852;3;28612
852;3;28611;852;3;28693
852;3;28693;852;3;28611
852;3;28610;852;3;29283
852;3;29283;852;3;31178
852;3;31178;852;3;28610
852;3;28609;852;3;31181
852;3;31181;852;3;28609
852;3;28608;852;3;29769
852;3;29769;852;3;28608
852;3;28607;852;3;31265
852;3;31265;852;3;28607
852;3;28605;852;3;30493
852;3;30493;852;3;28605
852;3;28604;852;3;28679
852;3;28679;852;3;29824
852;3;29824;852;3;28604
852;3;28603;852;3;28971
852;3;28971;852;3;28603
852;3;28602;852;3;31277
852;3;31277;852;3;28602
852;3;28601;852;3;31272
852;3;31272;852;3;28601
852;3;28600;852;3;30831
852;3;30831;852;3;28600
852;3;28599;852;3;29275
852;3;29275;852;3;29412
852;3;29412;852;3;28599
852;3;28598;852;3;30538
852;3;30538;852;3;28598
852;3;28597;852;3;28752
852;3;28752;852;3;28597
852;3;28596;852;3;28640
852;3;28640;852;3;28596
852;3;28595;852;3;29587
852;3;29587;852;3;28595
852;3;28594;852;3;30948
852;3;30948;852;3;28594
852;3;28593;852;3;29889
852;3;29889;852;3;31549
852;3;31549;852;3;28593
852;3;28592;852;3;30124
852;3;30124;852;3;31551
852;3;31551;852;3;28592
852;3;28591;852;3;31090
852;3;31090;852;3;31315
852;3;31315;852;3;28591
852;3;28590;852;3;31459
852;3;31459;852;3;28590
852;3;28589;852;3;30087
852;3;30087;852;3;28589
852;3;28588;852;3;31332
852;3;31332;852;3;28588
852;3;28587;852;3;28871
852;3;28871;852;3;28587
852;3;28586;852;3;30172
852;3;30172;852;3;28586
852;3;28585;852;3;29818
852;3;29818;852;3;28585
852;3;28584;852;3;29512
852;3;29512;852;3;28584
852;3;28583;852;3;29417
852;3;29417;852;3;28583
852;3;28582;852;3;29104
852;3;29104;852;3;28582
852;3;28580;852;3;30647
852;3;30647;852;3;28580
852;3;28577;852;3;31596
852;3;31596;852;3;28577
852;3;28576;852;3;29605
852;3;29605;852;3;29839
852;3;29839;852;3;30102
852;3;30102;852;3;28576
852;3;28575;852;3;29471
852;3;29471;852;3;28575
852;3;28574;852;3;29665
852;3;29665;852;3;28574
852;3;28573;852;3;30145
852;3;30145;852;3;31491
852;3;31491;852;3;28573
852;3;28572;852;3;30475
852;3;30475;852;3;28572
852;3;28571;852;3;29984
852;3;29984;852;3;28571
852;3;28570;852;3;30359
852;3;30359;852;3;28570
852;3;28569;852;3;30008
852;3;30008;852;3;28569
852;3;28568;852;3;29026
852;3;29026;852;3;28568
852;3;28567;852;3;28934
852;3;28934;852;3;29584
852;3;29584;852;3;28567
852;3;28566;852;3;29356
852;3;29356;852;3;29947
852;3;29947;852;3;30397
852;3;30397;852;3;28566
852;3;28563;852;3;29265
852;3;29265;852;3;28563
852;3;28562;852;3;28564
852;3;28564;852;3;29261
852;3;29261;852;3;28562
852;3;28560;852;3;28663
852;3;28663;852;3;28560
852;3;28559;852;3;30143
852;3;30143;852;3;30392
852;3;30392;852;3;28559
852;3;28558;852;3;29342
852;3;29342;852;3;30190
852;3;30190;852;3;31027
852;3;31027;852;3;28558
852;3;28557;852;3;28561
852;3;28561;852;3;28557
852;3;28556;852;3;30705
852;3;30705;852;3;28556
852;3;28555;852;3;28798
852;3;28798;852;3;28555
852;3;28554;852;3;29149
852;3;29149;852;3;28554
852;3;28553;852;3;29677
852;3;29677;852;3;28553
852;3;28552;852;3;29603
852;3;29603;852;3;28552
852;3;28551;852;3;30969
852;3;30969;852;3;28551
852;3;28550;852;3;29105
852;3;29105;852;3;29761
852;3;29761;852;3;28550
852;3;28549;852;3;30702
852;3;30702;852;3;28549
852;3;28548;852;3;31310
852;3;31310;852;3;28548
852;3;28547;852;3;30126
852;3;30126;852;3;28547
852;3;28546;852;3;31505
852;3;31505;852;3;28546
852;3;28545;852;3;31221
852;3;31221;852;3;28545
852;3;28544;852;3;30109
852;3;30109;852;3;28544
852;3;28543;852;3;28913
852;3;28913;852;3;29731
852;3;29731;852;3;28543
852;3;28542;852;3;29290
852;3;29290;852;3;29564
852;3;29564;852;3;30365
852;3;30365;852;3;30648
852;3;30648;852;3;28542
852;3;28541;852;3;28581
852;3;28581;852;3;28541
852;3;28540;852;3;28724
852;3;28724;852;3;28540
852;3;28539;852;3;29684
852;3;29684;852;3;28539
852;3;28538;852;3;29698
852;3;29698;852;3;28538
852;3;28537;852;3;28768
852;3;28768;852;3;28537
852;3;28536;852;3;29994
852;3;29994;852;3;28536
852;3;28532;852;3;29626
852;3;29626;852;3;30762
852;3;30762;852;3;28532
852;3;28531;852;3;29685
852;3;29685;852;3;28531
852;3;28525;852;3;29592
852;3;29592;852;3;31346
852;3;31346;852;3;28525
852;3;28524;852;3;30690
852;3;30690;852;3;28524
852;3;28523;852;3;30194
852;3;30194;852;3;28523
852;3;28522;852;3;28526
852;3;28526;852;3;29790
852;3;29790;852;3;30688
852;3;30688;852;3;28522
852;3;28255;852;3;28447
852;3;28447;852;3;28255
852;3;28211;852;3;28223
852;3;28223;852;3;28211
852;3;28195;852;3;28216
852;3;28216;852;3;28195
852;3;28193;852;3;28208
852;3;28208;852;3;28193
852;3;28182;852;3;28188
852;3;28188;852;3;28182
852;3;28180;852;3;28184
852;3;28184;852;3;28180
852;3;28177;852;3;28221
852;3;28221;852;3;28177
852;3;28174;852;3;28222
852;3;28222;852;3;28174
852;3;28168;852;3;28171
852;3;28171;852;3;28168
852;3;28167;852;3;28176
852;3;28176;852;3;28167
852;3;28151;852;3;28198
852;3;28198;852;3;28151
852;3;28149;852;3;28166
852;3;28166;852;3;28149
852;3;28148;852;3;28175
852;3;28175;852;3;28148
852;3;28147;852;3;28165
852;3;28165;852;3;28147
852;3;28146;852;3;28160
852;3;28160;852;3;28146
852;3;28144;852;3;28152
852;3;28152;852;3;28144
852;3;28142;852;3;28199
852;3;28199;852;3;28142
852;3;28138;852;3;28140
852;3;28140;852;3;28138
852;3;28129;852;3;28133
852;3;28133;852;3;28129
852;3;28123;852;3;28139
852;3;28139;852;3;28123
852;3;28114;852;3;28126
852;3;28126;852;3;28114
852;3;28112;852;3;28132
852;3;28132;852;3;28112
852;3;28109;852;3;28122
852;3;28122;852;3;28109
852;3;28093;852;3;28103
852;3;28103;852;3;28093
852;3;28090;852;3;28096
852;3;28096;852;3;28090
852;3;28086;852;3;28102
852;3;28102;852;3;28086
852;3;28083;852;3;28092
852;3;28092;852;3;28083
852;3;28082;852;3;28089
852;3;28089;852;3;28082
852;3;28079;852;3;28098
852;3;28098;852;3;28079
852;3;28077;852;3;28094
852;3;28094;852;3;28077
852;3;28076;852;3;28088
852;3;28088;852;3;28076
852;3;28075;852;3;28087
852;3;28087;852;3;28075
852;3;28066;852;3;28071
852;3;28071;852;3;28066
852;3;28044;852;3;28051
852;3;28051;852;3;28044
852;3;28041;852;3;28043
852;3;28043;852;3;28041
852;3;28037;852;3;28047
852;3;28047;852;3;28037
852;3;28032;852;3;28070
852;3;28070;852;3;28032
852;3;28030;852;3;28067
852;3;28067;852;3;28030
852;3;28028;852;3;28033
852;3;28033;852;3;28028
852;3;28021;852;3;28025
852;3;28025;852;3;28021
852;3;28019;852;3;28022
852;3;28022;852;3;28019
852;3;28015;852;3;28053
852;3;28053;852;3;28015
852;3;28014;852;3;28097
852;3;28097;852;3;28014
852;3;28012;852;3;28034
852;3;28034;852;3;28012
852;3;28009;852;3;28045
852;3;28045;852;3;28052
852;3;28052;852;3;28009
852;3;28007;852;3;28013
852;3;28013;852;3;28007
852;3;28006;852;3;28031
852;3;28031;852;3;28006
852;3;28003;852;3;28081
852;3;28081;852;3;28003
852;3;28002;852;3;28072
852;3;28072;852;3;28002
852;3;28001;852;3;28064
852;3;28064;852;3;28065
852;3;28065;852;3;28001
852;3;27998;852;3;28100
852;3;28100;852;3;27998
852;3;27997;852;3;28061
852;3;28061;852;3;27997
852;3;27995;852;3;28023
852;3;28023;852;3;27995
852;3;27994;852;3;28020
852;3;28020;852;3;27994
852;3;27993;852;3;28018
852;3;28018;852;3;27993
852;3;27990;852;3;28026
852;3;28026;852;3;27990
852;3;27986;852;3;28038
852;3;28038;852;3;27986
852;3;27982;852;3;28048
852;3;28048;852;3;27982
852;3;27981;852;3;27988
852;3;27988;852;3;27981
852;3;27980;852;3;27987
852;3;27987;852;3;27980
852;3;27979;852;3;28024
852;3;28024;852;3;27979
852;3;27976;852;3;27991
852;3;27991;852;3;27976
852;3;27964;852;3;27975
852;3;27975;852;3;27964
852;3;27954;852;3;28107
852;3;28107;852;3;27954
852;3;27951;852;3;27963
852;3;27963;852;3;27951
852;3;27949;852;3;27961
852;3;27961;852;3;27949
852;3;27942;852;3;27973
852;3;27973;852;3;27942
852;3;27941;852;3;27952
852;3;27952;852;3;27941
852;3;27939;852;3;27945
852;3;27945;852;3;27939
852;3;27935;852;3;27946
852;3;27946;852;3;27935
852;3;27934;852;3;27938
852;3;27938;852;3;27934
852;3;27931;852;3;27977
852;3;27977;852;3;27931
852;3;27928;852;3;27950
852;3;27950;852;3;27928
852;3;27927;852;3;28036
852;3;28036;852;3;27927
852;3;27925;852;3;27978
852;3;27978;852;3;27925
852;3;27924;852;3;27930
852;3;27930;852;3;27924
852;3;27923;852;3;27929
852;3;27929;852;3;27923
852;3;27922;852;3;27962
852;3;27962;852;3;27922
852;3;27921;852;3;27948
852;3;27948;852;3;27921
852;3;27920;852;3;27947
852;3;27947;852;3;27920
852;3;27916;852;3;27937
852;3;27937;852;3;27916
852;3;27907;852;3;28055
852;3;28055;852;3;27907
852;3;27906;852;3;28186
852;3;28186;852;3;27906
852;3;27905;852;3;28080
852;3;28080;852;3;27905
852;3;27904;852;3;28181
852;3;28181;852;3;27904
852;3;27903;852;3;28099
852;3;28099;852;3;27903
852;3;27902;852;3;28189
852;3;28189;852;3;27902
852;3;27900;852;3;28207
852;3;28207;852;3;27900
852;3;27899;852;3;28213
852;3;28213;852;3;27899
852;3;27897;852;3;28091
852;3;28091;852;3;27897
852;3;27888;852;3;28136
852;3;28136;852;3;27888
852;3;27886;852;3;28115
852;3;28115;852;3;27886
852;3;27879;852;3;27914
852;3;27914;852;3;27879
852;3;27878;852;3;27936
852;3;27936;852;3;27878
852;3;27876;852;3;27918
852;3;27918;852;3;27876
852;3;27870;852;3;27873
852;3;27873;852;3;27870
852;3;27862;852;3;27864
852;3;27864;852;3;27862
852;3;27851;852;3;27854
852;3;27854;852;3;27851
852;3;27843;852;3;27861
852;3;27861;852;3;27843
852;3;27841;852;3;27859
852;3;27859;852;3;27841
852;3;27840;852;3;27857
852;3;27857;852;3;27840
852;3;27839;852;3;27855
852;3;27855;852;3;27839
852;3;27838;852;3;27852
852;3;27852;852;3;27838
852;3;27836;852;3;27847
852;3;27847;852;3;27836
852;3;27834;852;3;27850
852;3;27850;852;3;27834
852;3;27830;852;3;27958
852;3;27958;852;3;27830
852;3;27827;852;3;27919
852;3;27919;852;3;27827
852;3;27825;852;3;27877
852;3;27877;852;3;27825
852;3;27823;852;3;27960
852;3;27960;852;3;27823
852;3;27822;852;3;27829
852;3;27829;852;3;27822
852;3;27821;852;3;27828
852;3;27828;852;3;27821
852;3;27815;852;3;27818
852;3;27818;852;3;27815
852;3;27810;852;3;27813
852;3;27813;852;3;27810
852;3;27802;852;3;27807
852;3;27807;852;3;27802
852;3;27801;852;3;27808
852;3;27808;852;3;27801
852;3;27798;852;3;27865
852;3;27865;852;3;27798
852;3;27788;852;3;27791
852;3;27791;852;3;27788
852;3;27782;852;3;27785
852;3;27785;852;3;27782
852;3;27780;852;3;27796
852;3;27796;852;3;27780
852;3;27768;852;3;27858
852;3;27858;852;3;27768
852;3;27767;852;3;28059
852;3;28059;852;3;27767
852;3;27766;852;3;28056
852;3;28056;852;3;27766
852;3;27764;852;3;27856
852;3;27856;852;3;27984
852;3;27984;852;3;27764
852;3;27763;852;3;27853
852;3;27853;852;3;27763
852;3;27762;852;3;27845
852;3;27845;852;3;28046
852;3;28046;852;3;27762
852;3;27761;852;3;27849
852;3;27849;852;3;27761
852;3;27760;852;3;27833
852;3;27833;852;3;27760
852;3;27759;852;3;27832
852;3;27832;852;3;27759
852;3;27758;852;3;27831
852;3;27831;852;3;27758
852;3;27757;852;3;27985
852;3;27985;852;3;27757
852;3;27755;852;3;27868
852;3;27868;852;3;27956
852;3;27956;852;3;27755
852;3;27754;852;3;27816
852;3;27816;852;3;27754
852;3;27753;852;3;27820
852;3;27820;852;3;27753
852;3;27752;852;3;27817
852;3;27817;852;3;27752
852;3;27751;852;3;27875
852;3;27875;852;3;27751
852;3;27750;852;3;27917
852;3;27917;852;3;27750
852;3;27746;852;3;27803
852;3;27803;852;3;27746
852;3;27742;852;3;27774
852;3;27774;852;3;27742
852;3;27731;852;3;28204
852;3;28204;852;3;27731
852;3;27729;852;3;28119
852;3;28119;852;3;27729
852;3;27717;852;3;27971
852;3;27971;852;3;27717
852;3;27715;852;3;27970
852;3;27970;852;3;27715
852;3;27708;852;3;27713
852;3;27713;852;3;27708
852;3;27707;852;3;27714
852;3;27714;852;3;27707
852;3;27705;852;3;27968
852;3;27968;852;3;27705
852;3;27704;852;3;27710
852;3;27710;852;3;27704
852;3;27703;852;3;27709
852;3;27709;852;3;27703
852;3;27695;852;3;27697
852;3;27697;852;3;27695
852;3;27692;852;3;27694
852;3;27694;852;3;27692
852;3;27691;852;3;27711
852;3;27711;852;3;27691
852;3;27685;852;3;28202
852;3;28202;852;3;27685
852;3;27678;852;3;27890
852;3;27890;852;3;27678
852;3;27676;852;3;27680
852;3;27680;852;3;27676
852;3;27675;852;3;27679
852;3;27679;852;3;27675
852;3;27672;852;3;28117
852;3;28117;852;3;27672
852;3;27671;852;3;28124
852;3;28124;852;3;27671
852;3;27668;852;3;28135
852;3;28135;852;3;27668
852;3;27667;852;3;27887
852;3;27887;852;3;27667
852;3;27666;852;3;28116
852;3;28116;852;3;27666
852;3;27665;852;3;28118
852;3;28118;852;3;27665
852;3;27663;852;3;27700
852;3;27700;852;3;27663
852;3;27662;852;3;27664
852;3;27664;852;3;27662
852;3;27658;852;3;27884
852;3;27884;852;3;27658
852;3;27657;852;3;27885
852;3;27885;852;3;27657
852;3;27656;852;3;27659
852;3;27659;852;3;27656
852;3;27650;852;3;27727
852;3;27727;852;3;27650
852;3;27645;852;3;27724
852;3;27724;852;3;27645
852;3;27639;852;3;27643
852;3;27643;852;3;27639
852;3;27636;852;3;27718
852;3;27718;852;3;27636
852;3;27635;852;3;27641
852;3;27641;852;3;27635
852;3;27634;852;3;27642
852;3;27642;852;3;27634
852;3;27631;852;3;27637
852;3;27637;852;3;27631
852;3;27630;852;3;27719
852;3;27719;852;3;27630
852;3;27627;852;3;27629
852;3;27629;852;3;27627
852;3;27624;852;3;27628
852;3;27628;852;3;27624
852;3;27622;852;3;27633
852;3;27633;852;3;27622
852;3;27621;852;3;27733
852;3;27733;852;3;27621
852;3;27617;852;3;27725
852;3;27725;852;3;27617
852;3;27616;852;3;27966
852;3;27966;852;3;27616
852;3;27613;852;3;27615
852;3;27615;852;3;27613
852;3;27609;852;3;27882
852;3;27882;852;3;27609
852;3;27607;852;3;27610
852;3;27610;852;3;27607
852;3;27596;852;3;27804
852;3;27804;852;3;27596
852;3;27594;852;3;27598
852;3;27598;852;3;27594
852;3;27593;852;3;27597
852;3;27597;852;3;27593
852;3;27592;852;3;27747
852;3;27747;852;3;27592
852;3;27590;852;3;27805
852;3;27805;852;3;27590
852;3;27585;852;3;27602
852;3;27602;852;3;27585
852;3;27584;852;3;27595
852;3;27595;852;3;27584
852;3;27583;852;3;27591
852;3;27591;852;3;27583
852;3;27579;852;3;27772
852;3;27772;852;3;27579
852;3;27574;852;3;27578
852;3;27578;852;3;27574
852;3;27572;852;3;27773
852;3;27773;852;3;27867
852;3;27867;852;3;27572
852;3;27571;852;3;27778
852;3;27778;852;3;27571
852;3;27567;852;3;27741
852;3;27741;852;3;27567
852;3;27565;852;3;27589
852;3;27589;852;3;27565
852;3;27564;852;3;27581
852;3;27581;852;3;27564
852;3;27563;852;3;27582
852;3;27582;852;3;27563
852;3;27560;852;3;27735
852;3;27735;852;3;27560
852;3;27557;852;3;27638
852;3;27638;852;3;27557
852;3;27556;852;3;27620
852;3;27620;852;3;27556
852;3;27555;852;3;27732
852;3;27732;852;3;27555
852;3;27547;852;3;27552
852;3;27552;852;3;27547
852;3;27545;852;3;27969
852;3;27969;852;3;27545
852;3;27537;852;3;27544
852;3;27544;852;3;27537
852;3;27524;852;3;27528
852;3;27528;852;3;27524
852;3;27523;852;3;27527
852;3;27527;852;3;27523
852;3;27520;852;3;27588
852;3;27588;852;3;27520
852;3;27519;852;3;27605
852;3;27605;852;3;27519
852;3;27518;852;3;27604
852;3;27604;852;3;27518
852;3;27516;852;3;27538
852;3;27538;852;3;27516
852;3;27514;852;3;27561
852;3;27561;852;3;27514
852;3;27512;852;3;27540
852;3;27540;852;3;27512
852;3;27509;852;3;27967
852;3;27967;852;3;27509
852;3;27508;852;3;27611
852;3;27611;852;3;27508
852;3;27506;852;3;27541
852;3;27541;852;3;27506
852;3;27505;852;3;27510
852;3;27510;852;3;27505
852;3;27501;852;3;27543
852;3;27543;852;3;27501
852;3;27493;852;3;27626
852;3;27626;852;3;27493
852;3;27492;852;3;27712
852;3;27712;852;3;27492
852;3;27491;852;3;27706
852;3;27706;852;3;27491
852;3;27490;852;3;27625
852;3;27625;852;3;27490
852;3;27488;852;3;27972
852;3;27972;852;3;27488
852;3;27487;852;3;27716
852;3;27716;852;3;27487
852;3;27486;852;3;27548
852;3;27548;852;3;27486
852;3;27485;852;3;27535
852;3;27535;852;3;27485
852;3;27484;852;3;27497
852;3;27497;852;3;27484
852;3;27478;852;3;27522
852;3;27522;852;3;27478
852;3;27474;852;3;27534
852;3;27534;852;3;27474
852;3;27471;852;3;27477
852;3;27477;852;3;27471
852;3;27467;852;3;28008
852;3;28008;852;3;27467
852;3;27466;852;3;28042
852;3;28042;852;3;27466
852;3;27463;852;3;27989
852;3;27989;852;3;27463
852;3;27448;852;3;27451
852;3;27451;852;3;27448
852;3;27443;852;3;27453
852;3;27453;852;3;27443
852;3;27434;852;3;27438
852;3;27438;852;3;27434
852;3;27431;852;3;27433
852;3;27433;852;3;27431
852;3;27429;852;3;27456
852;3;27456;852;3;27429
852;3;27423;852;3;27454
852;3;27454;852;3;27423
852;3;27413;852;3;27441
852;3;27441;852;3;27413
852;3;27409;852;3;27425
852;3;27425;852;3;27409
852;3;27406;852;3;27416
852;3;27416;852;3;27406
852;3;27405;852;3;27408
852;3;27408;852;3;27405
852;3;27404;852;3;27419
852;3;27419;852;3;27404
852;3;27392;852;3;27473
852;3;27473;852;3;27392
852;3;27391;852;3;27533
852;3;27533;852;3;27391
852;3;27390;852;3;27546
852;3;27546;852;3;27390
852;3;27388;852;3;27551
852;3;27551;852;3;27388
852;3;27381;852;3;27450
852;3;27450;852;3;27381
852;3;27379;852;3;27449
852;3;27449;852;3;27379
852;3;27378;852;3;27580
852;3;27580;852;3;27378
852;3;27377;852;3;27445
852;3;27445;852;3;27377
852;3;27376;852;3;27435
852;3;27435;852;3;27376
852;3;27373;852;3;27562
852;3;27562;852;3;27373
852;3;27372;852;3;27559
852;3;27559;852;3;27372
852;3;27371;852;3;27424
852;3;27424;852;3;27371
852;3;27370;852;3;27734
852;3;27734;852;3;27370
852;3;27365;852;3;27502
852;3;27502;852;3;27365
852;3;27364;852;3;27481
852;3;27481;852;3;27364
852;3;27362;852;3;27480
852;3;27480;852;3;27362
852;3;27360;852;3;27526
852;3;27526;852;3;27360
852;3;27343;852;3;27348
852;3;27348;852;3;27343
852;3;27330;852;3;27349
852;3;27349;852;3;27330
852;3;27329;852;3;27340
852;3;27340;852;3;27329
852;3;27328;852;3;27339
852;3;27339;852;3;27328
852;3;27326;852;3;27335
852;3;27335;852;3;27326
852;3;27325;852;3;27334
852;3;27334;852;3;27325
852;3;27315;852;3;27332
852;3;27332;852;3;27315
852;3;27308;852;3;27313
852;3;27313;852;3;27308
852;3;27299;852;3;27317
852;3;27317;852;3;27299
852;3;27293;852;3;27296
852;3;27296;852;3;27293
852;3;27291;852;3;27300
852;3;27300;852;3;27291
852;3;27283;852;3;27382
852;3;27382;852;3;27283
852;3;27282;852;3;27302
852;3;27302;852;3;27282
852;3;27278;852;3;27322
852;3;27322;852;3;27278
852;3;27276;852;3;27312
852;3;27312;852;3;27276
852;3;27275;852;3;27355
852;3;27355;852;3;27275
852;3;27273;852;3;27301
852;3;27301;852;3;27273
852;3;27272;852;3;27354
852;3;27354;852;3;27272
852;3;27267;852;3;27281
852;3;27281;852;3;27267
852;3;27265;852;3;27285
852;3;27285;852;3;27265
852;3;27264;852;3;27268
852;3;27268;852;3;27264
852;3;27261;852;3;27286
852;3;27286;852;3;27261
852;3;27257;852;3;27263
852;3;27263;852;3;27257
852;3;27255;852;3;27260
852;3;27260;852;3;27255
852;3;27254;852;3;27259
852;3;27259;852;3;27254
852;3;27251;852;3;27384
852;3;27384;852;3;27251
852;3;27247;852;3;27323
852;3;27323;852;3;27247
852;3;27243;852;3;27446
852;3;27446;852;3;27243
852;3;27241;852;3;27345
852;3;27345;852;3;27241
852;3;27240;852;3;27346
852;3;27346;852;3;27240
852;3;27239;852;3;27352
852;3;27352;852;3;27239
852;3;27238;852;3;27316
852;3;27316;852;3;27415
852;3;27415;852;3;27238
852;3;27236;852;3;27307
852;3;27307;852;3;27236
852;3;27235;852;3;27319
852;3;27319;852;3;27235
852;3;27231;852;3;27297
852;3;27297;852;3;27231
852;3;27229;852;3;27399
852;3;27399;852;3;27229
852;3;27226;852;3;27294
852;3;27294;852;3;27226
852;3;27202;852;3;27213
852;3;27213;852;3;27202
852;3;27196;852;3;27204
852;3;27204;852;3;27196
852;3;27193;852;3;27199
852;3;27199;852;3;27193
852;3;27192;852;3;27200
852;3;27200;852;3;27192
852;3;27185;852;3;27215
852;3;27215;852;3;27185
852;3;27183;852;3;27220
852;3;27220;852;3;27183
852;3;27176;852;3;27180
852;3;27180;852;3;27176
852;3;27175;852;3;27179
852;3;27179;852;3;27175
852;3;27173;852;3;27177
852;3;27177;852;3;27173
852;3;27167;852;3;27171
852;3;27171;852;3;27167
852;3;27161;852;3;27211
852;3;27211;852;3;27161
852;3;27159;852;3;27207
852;3;27207;852;3;27159
852;3;27158;852;3;27201
852;3;27201;852;3;27158
852;3;27156;852;3;27191
852;3;27191;852;3;27156
852;3;27155;852;3;27195
852;3;27195;852;3;27155
852;3;27154;852;3;27187
852;3;27187;852;3;27154
852;3;27150;852;3;27181
852;3;27181;852;3;27150
852;3;27148;852;3;27172
852;3;27172;852;3;27148
852;3;27147;852;3;27168
852;3;27168;852;3;27147
852;3;27146;852;3;27151
852;3;27151;852;3;27146
852;3;27144;852;3;27186
852;3;27186;852;3;27144
852;3;27143;852;3;27306
852;3;27306;852;3;27143
852;3;27136;852;3;27140
852;3;27140;852;3;27136
852;3;27134;852;3;27271
852;3;27271;852;3;27134
852;3;27131;852;3;27190
852;3;27190;852;3;27131
852;3;27130;852;3;27145
852;3;27145;852;3;27130
852;3;27128;852;3;27166
852;3;27166;852;3;27128
852;3;27127;852;3;27218
852;3;27218;852;3;27127
852;3;27126;852;3;27219
852;3;27219;852;3;27126
852;3;27117;852;3;27139
852;3;27139;852;3;27117
852;3;27103;852;3;27113
852;3;27113;852;3;27103
852;3;27098;852;3;27120
852;3;27120;852;3;27098
852;3;27093;852;3;27121
852;3;27121;852;3;27093
852;3;27084;852;3;27123
852;3;27123;852;3;27084
852;3;27078;852;3;27091
852;3;27091;852;3;27097
852;3;27097;852;3;27078
852;3;27076;852;3;27081
852;3;27081;852;3;27076
852;3;27074;852;3;31636
852;3;31636;852;3;27074
852;3;27069;852;3;27079
852;3;27079;852;3;27069
852;3;27067;852;3;27075
852;3;27075;852;3;27067
852;3;27063;852;3;28924
852;3;28924;852;3;27063
852;3;27056;852;3;27065
852;3;27065;852;3;27056
852;3;27055;852;3;31637
852;3;31637;852;3;27055
